feature,importance
hand_gyro_y_rms,0.0
hand_gyro_z_rms,0.0
chest_acc16_x_rms,0.0
chest_acc16_z_rms,0.0
chest_gyro_x_rms,0.0
chest_gyro_z_rms,0.0
ankle_acc16_y_rms,0.0
ankle_gyro_x_rms,0.0
ankle_gyro_y_rms,0.0
ankle_gyro_z_rms,0.0
hand_acc16_z_energy,0.0
hand_gyro_x_energy,0.0
hand_gyro_y_energy,0.0
hand_gyro_z_energy,0.0
chest_acc16_x_energy,0.0
chest_acc16_z_energy,0.0
chest_gyro_x_energy,0.0
chest_gyro_y_energy,0.0
chest_gyro_z_energy,0.0
hand_gyro_y_mean,0.0
hand_gyro_z_mean,0.0
ankle_acc16_z_energy,0.0
ankle_gyro_x_energy,0.0
ankle_gyro_y_energy,0.0
ankle_gyro_z_energy,0.0
chest_acc16_x_mean,0.0
chest_acc16_y_mean,0.0
hand_acc16_y_iqr,0.0
hand_acc16_z_iqr,0.0
hand_gyro_x_iqr,0.0
hand_gyro_y_iqr,0.0
hand_gyro_z_iqr,0.0
chest_acc16_x_iqr,0.0
chest_acc16_y_iqr,0.0
chest_acc16_z_iqr,0.0
chest_gyro_x_iqr,0.0
chest_gyro_y_iqr,0.0
chest_gyro_z_iqr,0.0
chest_gyro_x_mean,0.0
ankle_acc16_y_iqr,0.0
ankle_acc16_z_iqr,0.0
ankle_gyro_x_iqr,0.0
ankle_gyro_y_iqr,0.0
ankle_gyro_z_iqr,0.0
heart_rate_iqr,0.0
hand_acc16_x_skew,0.0
hand_acc16_y_skew,0.0
hand_acc16_z_skew,0.0
hand_gyro_x_skew,0.0
hand_gyro_y_skew,0.0
hand_gyro_z_skew,0.0
chest_acc16_x_skew,0.0
chest_acc16_y_skew,0.0
chest_acc16_z_skew,0.0
chest_gyro_x_skew,0.0
chest_gyro_y_skew,0.0
chest_gyro_z_skew,0.0
ankle_acc16_x_skew,0.0
ankle_acc16_y_skew,0.0
ankle_acc16_z_skew,0.0
ankle_gyro_x_skew,0.0
ankle_gyro_y_skew,0.0
ankle_gyro_z_skew,0.0
heart_rate_skew,0.0
hand_acc16_x_kurtosis,0.0
hand_acc16_y_kurtosis,0.0
hand_acc16_z_kurtosis,0.0
hand_gyro_x_kurtosis,0.0
hand_gyro_y_kurtosis,0.0
hand_gyro_z_kurtosis,0.0
chest_acc16_x_kurtosis,0.0
chest_acc16_y_kurtosis,0.0
chest_acc16_z_kurtosis,0.0
chest_gyro_x_kurtosis,0.0
chest_gyro_y_kurtosis,0.0
chest_gyro_z_kurtosis,0.0
ankle_acc16_x_kurtosis,0.0
ankle_acc16_y_kurtosis,0.0
ankle_acc16_z_kurtosis,0.0
ankle_gyro_x_kurtosis,0.0
ankle_gyro_y_kurtosis,0.0
ankle_gyro_z_kurtosis,0.0
heart_rate_kurtosis,0.0
hand_acc16_x_slope,0.0
hand_acc16_y_slope,0.0
hand_acc16_z_slope,0.0
hand_gyro_x_slope,0.0
hand_gyro_y_slope,0.0
chest_gyro_y_mean,0.0
chest_acc16_x_slope,0.0
chest_acc16_y_slope,0.0
chest_acc16_z_slope,0.0
chest_gyro_x_slope,0.0
chest_gyro_y_slope,0.0
chest_gyro_z_slope,0.0
ankle_acc16_x_slope,0.0
ankle_acc16_y_slope,0.0
ankle_acc16_z_slope,0.0
ankle_gyro_x_slope,0.0
ankle_gyro_y_slope,0.0
ankle_gyro_z_slope,0.0
heart_rate_slope,0.0
chest_gyro_z_mean,0.0
chest_acc16_x_fft_argmax,0.0
hand_acc16_z_fft_energy,0.0
hand_gyro_x_fft_energy,0.0
hand_gyro_y_fft_energy,0.0
hand_gyro_z_fft_energy,0.0
chest_gyro_x_std,0.0
hand_gyro_x_entropy,0.0
chest_acc16_z_fft_energy,0.0
chest_gyro_x_fft_energy,0.0
chest_gyro_y_fft_energy,0.0
chest_gyro_z_fft_energy,0.0
ankle_acc16_x_fft_energy,0.0
ankle_acc16_y_fft_energy,0.0
hand_acc16_y_mean,0.0
ankle_gyro_x_fft_energy,0.0
ankle_gyro_y_fft_energy,0.0
ankle_gyro_z_fft_energy,0.0
chest_acc16_y_fft_argmax,0.0
hand_acc16_x_fft_argmax,0.0
hand_acc16_y_fft_argmax,0.0
hand_gyro_z_slope,0.0
hand_gyro_x_fft_argmax,0.0
hand_gyro_y_fft_argmax,0.0
hand_gyro_z_fft_argmax,0.0
hand_acc16_z_entropy,0.0
hand_gyro_y_entropy,0.0
hand_gyro_z_entropy,0.0
chest_acc16_x_entropy,0.0
chest_acc16_y_entropy,0.0
chest_acc16_z_entropy,0.0
chest_gyro_x_entropy,0.0
chest_gyro_y_entropy,0.0
chest_gyro_z_entropy,0.0
ankle_acc16_x_entropy,0.0
ankle_acc16_y_entropy,0.0
ankle_acc16_z_entropy,0.0
ankle_gyro_x_entropy,0.0
ankle_gyro_y_entropy,0.0
ankle_gyro_z_entropy,0.0
chest_acc16_z_fft_argmax,0.0
heart_rate_entropy,0.0
chest_gyro_x_fft_argmax,0.0
ankle_gyro_x_mean,0.0
ankle_gyro_y_mean,0.0
ankle_gyro_z_mean,0.0
chest_gyro_y_fft_argmax,0.0
hand_acc16_x_std,0.0
hand_acc16_y_std,0.0
hand_acc16_z_std,0.0
hand_gyro_x_std,0.0
hand_gyro_y_std,0.0
hand_gyro_z_std,0.0
chest_acc16_x_std,0.0
chest_gyro_z_fft_argmax,0.0
chest_acc16_z_std,0.0
hand_acc16_z_fft_argmax,0.0
